ItemNo,ItemCode,ItemSize,ItemDesc,Main_Group,Item_Group,StoreName,TariffHeadNo,UnitCode,PcsRate,Qty1Kg,ItemLength
H01101,H01101,0,M2.5 SERRATED WASHER,BOP,BOUGHT OUT,STORE,0,NOS,0,0,0
A05002,DSPR4671000162,,BELLIVILLE SPRING,FG,FINISHED GOODS,STORE,73182200,NOS,14.52,0,0
A06001,026-294-194,,INT.CIR-4MM,FG,FINISHED GOODS,STORE,73182910,NOS,1.45,0,0
A06002,433-214-001,,E-CLIP-7,FG,FINISHED GOODS,STORE,73182910,NOS,3,0,0
A06003,505831-001,,E ELIP 1.9,FG,FINISHED GOODS,STORE,73182910,NOS,0,0,0
A06004,A06004,0,A06004 JUD. WASHER,BOP,BOUGHT OUT,STORE,73182910,NOS,0,1,0
A14001,90313-172-0000,,NUT SPEED 4MM,FG,FINISHED GOODS,STORE,73201019,NOS,0.58,0,0
A22001,H61211020374,,CIRCLIP M9X1.0 MM(THICK) -,FG,FINISHED GOODS,STORE,73182910,NOS,0.68,0,0
A22002,H60706020375,,E CLIP 5X0.7,FG,FINISHED GOODS,STORE,73182910,NOS,0,0,0
A22003,61E00-ETN-1000,,HING BLOCK,FG,FINISHED GOODS,STORE,73201019,NOS,81.33,0,0
A22004,PIN LOCKING,,LOCKING PIN,FG,FINISHED GOODS,STORE,73201019,NOS,0,0,0
A22006,NUT SPRING,,NUT SPRING 0.6,FG,FINISHED GOODS,STORE,73201019,NOS,1.92,0,0
A22009,H61211020374((,,CIRCLIP 1.15 BLACK,FG,FINISHED GOODS,STORE,73182910,NOS,0.76,0,0
A22010,H61211020374(((,,CIRCLIP 1.5 WHITE,FG,FINISHED GOODS,STORE,73182910,NOS,1.15,0,0
A25002,90564-50A010,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,238,0,0
A25003,90564-50A011,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,238,0,0
A25004,90564-50A012,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,238,0,0
A25005,90564-50A013,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,0,0,0
A25006,90564-50A014,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,238,0,0
A25007,90564-50A015,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,238,0,0
A25008,90564-50A016,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,238,0,0
A25009,90564-50A017,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,238,0,0
A25010,90564-46A048,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25011,90564-46A049,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25012,90564-46A050,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25013,90564-46A051,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25014,90564-46A052,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25015,90564-46A053,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25016,90564-46A054,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25017,90564-46A055,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25018,90564-46A056,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.33,0,0
A25019,90564-46A057,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25020,90564-46A058,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25021,90564-46A059,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25022,90564-46A060,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25023,90564-46A061,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25024,90564-46A062,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25025,90564-46A063,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25026,90564-46A064,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25027,90564-46A065,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25028,90564-46A066,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25029,90564-46A067,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25030,90564-46A068,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25031,90564-46A069,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25032,90564-46A070,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25033,90564-46A071,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25034,90564-46A072,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,96.3,0,0
A25035,90564-46A073,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25036,90564-46A074,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25037,90564-46A075,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25038,90564-46A076,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25039,90564-46A077,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25040,90564-46A078,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25041,90564-46A079,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25042,90564-46A080,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25043,90564-46A081,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25044,90564-46A082,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25045,90564-46A083,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25046,90564-46A084,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25047,90564-46A085,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25048,90564-46A086,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25049,90564-46A087,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25050,90564-46A088,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25051,90564-46A089,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25052,90564-46A090,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25053,90564-46A091,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25054,90564-46A092,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25055,90564-46A093,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25056,90564-46A094,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25057,90564-46A095,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25058,90564-46A096,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25059,90564-46A097,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,113.75,0,0
A25060,90564-56A176,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25061,90564-56A177,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25062,90564-56A178,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25063,90564-56A179,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25064,90564-56A180,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25065,90564-56A181,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25066,90564-56A182,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25067,90564-56A183,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25068,90564-56A184,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25069,90564-56A185,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25070,90564-56A186,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25071,90564-56A187,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25072,90564-56A188,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25073,90564-56A189,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25074,90564-56A190,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25075,90564-56A191,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25076,90564-56A192,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25077,90564-56A193,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25078,90564-56A194,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25079,90564-56A195,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25080,90564-56A196,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25081,90564-56A197,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25082,90564-56A198,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25083,90564-56A199,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25084,90564-56A200,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25085,90564-56A201,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25086,90564-56A202,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25087,90564-56A204,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25088,90564-56A203,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25089,90564-56A205,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25090,90564-56A206,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25091,90564-56A207,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25092,90564-56A208,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25093,90564-56A209,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25094,90564-56A210,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25095,90564-56A211,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25096,90564-56A212,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25097,90564-56A213,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25098,90564-56A214,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25099,90564-56A215,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25100,90564-56A216,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25101,90564-56A217,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25102,90564-56A218,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25103,90564-56A219,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25104,90564-56A220,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25105,90564-56A221,,SHIM,FG,FINISHED GOODS,STORE,73201019,NOS,110.5,0,0
A25106,90331-27A001,,PLUG TIGHT,FG,FINISHED GOODS,STORE,73201019,NOS,24.5,0,0
A26003,BLWS101,,WAVY WASHER,FG,FINISHED GOODS,STORE,73182200,NOS,1.95,0,0
A26004,STPW0101,,PLAETARY GEAR WASHER-1,FG,FINISHED GOODS,STORE,73182200,NOS,3.45,0,0
A26005,STPW0102,,PLANETARY GEAR WASHER -2,FG,FINISHED GOODS,STORE,73182200,NOS,3.75,0,0
A26006,STPW0103,,PLANETARY GEAR WASHER-3,FG,FINISHED GOODS,STORE,73182200,NOS,7,0,0
A26007,STCL0101,,CIRCLIP-INTERNAL,FG,FINISHED GOODS,STORE,73182910,NOS,8.5,0,0
A26008,STLC0102,,CIRCLIP-EXTERNAL,FG,FINISHED GOODS,STORE,73182910,NOS,3.25,0,0
A27002,AE/FP/05/03,,ECCENTRIC RING (GRINDING ONLY),FG,FINISHED GOODS,STORE,998898,NOS,9.5,0,0
A27003,AE/FP/05/04,,CARRIER PLATE(GRINDING ONLY),FG,FINISHED GOODS,STORE,998898,NOS,8.75,0,0
A27005,AE/FP/06/03,,ECCENTRIC RING (GRINDING ONLY),FG,FINISHED GOODS,STORE,998898,NOS,9.5,0,0
A27006,AE/FP/06/04,,CARRIER PLATE (GRINDING ONLY),FG,FINISHED GOODS,STORE,998898,NOS,8.75,0,0
A27008,AE/FP/06/04,,ECCENRIC RING GRINDING ONLY,FG,FINISHED GOODS,STORE,998898,NOS,9.5,0,0
A27009,AE/FP/07/04,,CARRIER PLATE 4.390 TO 4.395mm,FG,FINISHED GOODS,STORE,998898,NOS,8.75,0,0
A27012,AE/FP/06/05,,WAVE WAS. 12.2X21,FG,FINISHED GOODS,STORE,73182200,NOS,0.1,0,0
AST0,,,CEILING FAN,Asset,OTHERS,PIANO STORE,29051100,NOS,0,1,0
AST1,,,ALUMINIUM LADDER,Asset,OTHERS,PIANO STORE,76169099,NOS,0,1,0
ASTIT0,,,MONITOR,Asset,IT SPARES,PIANO STORE,29051100,NOS,0,1,0
ASTIT1,,,PEN DRIVE,Asset,IT SPARES,PIANO STORE,29051100,NOS,0,1,0
ASTIT2,,,CPU TROLLY,Asset,IT SPARES,PIANO STORE,27101980,NOS,0,1,0
ASTMC1,ASTMC1,,Bearing NSK 7012 CTYNDULP D,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC10,ASTMC10,,Bearing NU 210 (NTN),Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC100,ASTMC100,,"NTN UCFS 310 D1, for use-SM. piano Barrel Bearing",Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC101,ASTMC101,,"UCFS 312, for use-SM. piano center bearing",Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC102,ASTMC102,,CF. CHE-3B-40L. Bearing Flange,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC103,ASTMC103,,CHE-3B-40L. Center Arm,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC104,ASTMC104,,CHE-3B-40L. Barrel Arm,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC105,ASTMC105,,CHE-3B-240L. Center Arm,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC106,ASTMC106,,CHE-3B-240L. Barrel Bearing Arm,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC107,ASTMC107,,Drum drayar-Bearing shaf Roller,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC108,ASTMC108,,Drum Drayar bearing shaf Roller,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC109,ASTMC109,,drum drayar outer ring,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC11,ASTMC11,,Bearing 7210 B (NTN),Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC110,ASTMC110,,SPRING HEARTH PLATE,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC111,ASTMC111,,LIMIT SWITCH (CAT NO NLLA) FOR USE HTR,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC112,ASTMC112,,5 WAY SOLENOID VALAVE ( PVS4012G25A1),Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC113,ASTMC113,,FLOW CONTROL VALVE MODEL PVQO12 G1,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC114,ASTMC114,,QUICK EXHAUST VALAVE MODEL PVQE012 G1,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC115,ASTMC115,,CYLINDER CUP SEAL,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC116,ASTMC116,,"ALLEN NUT /BOLT SIZE 3/8"" X 3""",Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC117,ASTMC117,,"ALLEN NUT/BOLT 1/2"" X 5""",Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC118,ASTMC118,,FUSE -32 A FOR USE PENAL,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC119,ASTMC119,,FUSE PROTISTOR 690 V 80 A FOR USE PENAL,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC12,ASTMC12,,Bearing 7210-B-XL-TVP,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC120,ASTMC120,,BLIND TEMPRETURE CONTROLLER MODEL C961,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC121,ASTMC121,,BEARING UCP 204,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC122,ASTMC122,,BEARING UCP 205 D1,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC123,ASTMC123,,BEARING UCT 205 ( WASHING UNITS),Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC124,ASTMC124,,BEARING UCT 206 ( WASHING UNITS),Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC125,ASTMC125,,CYLINDAR ( BUSH GUNMATAL) FOR USE CYLINDER BRACKET,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC126,ASTMC126,,PNEUMATICS CYLINDER,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC127,ASTMC127,,HEARTH PLATE ARM,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC128,ASTMC128,,THERMOCUPLE,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC129,ASTMC129,,HARDNING FURNACE HEATING COILS,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC13,ASTMC13,,Ntn needle roller bearing NTN FF 2025 ZW,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC130,ASTMC130,,OXYPROBE,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC131,ASTMC131,,HEATH PLATE,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC132,ASTMC132,,THERMOCUPLE FOR AUSTEMPERING FURNACE,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC133,ASTMC133,,ENDO AIR BLOWER 0.85 KW-2940RPM MODEL :2HB410-H16 FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC134,ASTMC134,,SALT CONVEYOR HEATER FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC135,ASTMC135,,OXYGEN PROBE -870MM LONG FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC136,ASTMC136,,NTN BEARING 6009 -02 C3 FOR AUSTEMPEING FURNACE,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC137,ASTMC137,,BEARING NTN P-205 FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC138,ASTMC138,,BEARING NTN P-206 FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC139,ASTMC139,,BEARING NTN FC -208 FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC14,ASTMC14,,Bearing NTN NJ 215,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC140,ASTMC140,,MAIN SALT TANK HEATER -4 KW FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC141,ASTMC141,,TIMER CONTROLLER,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC142,ASTMC142,,TEMPRETURE CONTROLLER,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC143,ASTMC143,,SALT CONVEYOR HEATER WIRE 4 MM OD FOR AUSTEMPERING,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC144,ASTMC144,,Clutch Brake Liner & Rivet CCB 100,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC145,ASTMC145,,Clutch Brake Liner & Rivet CCB 200,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC146,ASTMC146,,Spring - ø16 x ID-11 x L-60 x pitch 2.5,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC147,ASTMC147,,Spring - ø18 x ID-12 x L-64 x pitch 3,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC148,ASTMC148,,Clutch Brake Liner & Rivet CCB 400,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC149,ASTMC149,,Clutch Brake Liner & Rivet CCB 600,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC15,ASTMC15,,Bearing NTN NJ-213,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC150,ASTMC150,,Spring - ø32 x ID-23 x L-104 x pitch,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC151,ASTMC151,,Teflon Bush 25T,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC152,ASTMC152,,Teflon Bush 110T / 60T,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC153,ASTMC153,,SMC Regulator AR40-04B-B 1/2',Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC154,ASTMC154,,SMC Regulator AR20-02 H-B 1/4,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC155,ASTMC155,,NRV SMC - AK 4000-04,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC156,ASTMC156,,NRV SMC -,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC157,ASTMC157,,Clutch Brake Liner & Rivet CCB 800,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC158,ASTMC158,,Spring ø29 x id 21 x l86 x pinch 4.5 mm ccb-400,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC159,ASTMC159,,L Key Spring 5 ton,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC16,ASTMC16,,Bearing SKF NU-213 ECP,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC160,ASTMC160,,L Key Spring,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC161,ASTMC161,,L Key Spring 100T,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC162,ASTMC162,,L Key Spring 50T,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC163,ASTMC163,,Flywheel Shafting Bearing NU 2311,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC164,ASTMC164,,ABPL 22218 MBW33C3,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC165,ASTMC165,,ZKL 22217 EW33,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC166,ASTMC166,,TIMKEN 22215 EJW33C3,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC167,ASTMC167,,NTN NU 215 C3,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC168,ASTMC168,,Oil Seal,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC169,ASTMC169,,U Seal UHS 140 x 160 x14.5,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC17,ASTMC17,,Bearing SKF VKBC 1000 (30213),Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC170,ASTMC170,,U Seal UHS 140 x 160 x15,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC171,ASTMC171,,U Seal UHS 195 x 110 x9,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC172,ASTMC172,,U Seal UHS 160 x 180 x15,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC173,ASTMC173,,U Seal UHS 125 x 140 x 15,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC174,ASTMC174,,U Seal UHS 200 x 220 x 12,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC175,ASTMC175,,U Seal VHS 210 x 240 x 18,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC176,ASTMC176,,Oil Seal 140 x170 x 19 - For SEW 63 ton,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC177,ASTMC177,,U seal CCB 800,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC178,ASTMC178,,Top Air Model Seal Kit,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC179,ASTMC179,,ROSS Air Solenoid Valve Kits,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC18,ASTMC18,,Bearing SKF 30215 J2/QCLN,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC180,ASTMC180,,Top Air Coils / Pilot,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC181,ASTMC181,,Shearing Mounting Plate,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC182,ASTMC182,,Shearing Plate Bansal 25T,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC183,ASTMC183,,Shearing Plate SEW 40T,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC184,ASTMC184,,Cam Switch Z-15GW22613-B,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC185,ASTMC185,,Foot Pedal Switch,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC186,ASTMC186,,Foto Guard Connector,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC187,ASTMC187,,Connector 6 Pin,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC188,ASTMC188,,Connector 4 Pin,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC189,ASTMC189,,Power Supply OMRON S8FS-C10024J,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC19,ASTMC19,,Carbon Ø 16 / Ø 26,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC190,ASTMC190,,Proximity Sensor 530POF,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
ASTMC191,ASTMC191,,Teknic Sensor EGT 12x02-AP024,Asset,MACHINE SPARE,STORE,27101980,NOS,0,0,0
