ItemNo,ItemCode,ItemSize,ItemDesc,Main_Group,Item_Group,StoreName,TariffHeadNo,UnitCode,PcsRate,Qty1Kg,ItemLength
ASTTL1171,T3852BL0A/H19028-38,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1172,T3852BL0A/H19028-38,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1173,T3852BL0A/H19028-38,,BWP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1174,T3854SV0A/H19028-38,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1175,T3854SV0A/H19028-38,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1176,T3854SV0A/H19028-38,,ID PHBP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1177,T3854SV0A/H19028-38,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1178,T3854SV0A/H19028-38,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1179,T3855SVOA/H19039,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL118,T2257BL0A/B14019,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1180,T3855SVOA/H19039,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1181,T3855SVOA/H19039,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1182,T3855SVOA/H19039,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1183,BLANKING/H19051,,OD PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1184,BLANKING/H19051,,BUSH PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1185,BLANKING/H19051,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1186,T3841SVOA/H19055,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1187,T3841SVOA/H19055,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1188,T3841SVOA/H19055,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1189,T3841SVOA/H19055,,STRIPPER PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL119,T2257BL0A/B14019,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1190,T3841SVOA/H19055,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1191,T3841SVOA/H19055,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1192,T3844BL0A/H19069/80,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1193,T3850BL0A/H19107,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1194,T3851HLOA/H19107,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1195,T3857BLOA/H19110,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1196,T3859CHOA/H19110,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1197,T3859CHOA/H19110,,ID LOCATER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1198,T3859CHOA/H19110,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1199,T3859CHOA/H19110,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL12,T2215FM1A/B14002,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL120,T2271HL0A/B14021,,GAUGE PALTE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1200,T3864BLOA/H19135,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1201,T3864BLOA/H19135,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1202,T3864BLOA/H19135,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1203,T3869BLOA/H19138/140,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1204,T3869BLOA/H19138/140,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1205,T3869BLOA/H19138/140,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1206,T3869BLOA/H19138/140,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1207,T3839BLOA/H19145/148,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1208,T3839BLOA/H19145/148,,STRIPPER PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1209,T3839BLOA/H19145/148,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL121,T2271HL0A/B14021,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1210,T3839BLOA/H19145/148,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1211,T3839BLOA/H19145/148,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1212,T4023SVOA/H19145/148,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1213,T3899BL0A/H19150,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1214,T3899BL0A/H19150,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1215,BLANKING/H19153,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1216,BLANKING/H19153,,PLATE INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1217,BLANKING/H19153,,DIE PLATE INSERT-2,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1218,BLANKING/H19153,,DIE PLATE INSERT-3,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1219,BLANKING/H19153,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL122,T2272BL0A/B14022,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1220,BLANKING/H19153,,STRIPPER PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1221,BLANKING/H19153,,CROPPING PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1222,BLANKING/H19153,,LINER PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1223,T4024SV0A/H19153,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1224,T3901BL0A/H19154,,OD PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1225,T3901BL0A/H19154,,INSERT-3,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1226,T3901BL0A/H19154,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1227,T3895BL0A/H19156,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1228,T3895BL0A/H19156,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1229,BL0A/H19157,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL123,T2272BL0A/B14022,,DIE PALTE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1230,BL0A/H19157,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1231,T4254BL0A/H19168,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1232,T4254BL0A/H19168,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1233,T4254BL0A/H19168,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1234,T1235BL0A/I04004,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1235,T1235BL0A/I04004,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1236,T1235BL0A/I04004,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1237,T1189FM0A/I04004,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1238,T1189FM0A/I04004,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1239,T1189FM0A/I04004,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL124,T2308HL0A/B14022,,GAUGE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1240,T1189FM0A/I04004,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1241,T1189FM0A/I04004,,INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1242,T1474BLOA/I04005,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1243,T1474BLOA/I04005,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1244,T1474BLOA/I04005,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1245,T1474BLOA/I04005,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1246,T0043BL0A/I04005,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1247,T1079FM0A/I04005,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1248,T1079FM0A/I04005,,GAUGE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1249,T1079FM0A/I04005,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL125,T2308HL0A/B14022,,DIE PALTE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1250,T1079FM0A/I04005,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1251,T1079FM0A/I04005,,DIE INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1252,T1079FM0A/I04005,,INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1253,T2417BL0A/I04006,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1254,T2417BL0A/I04006,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1255,T2417BL0A/I04006,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1256,T2417BL0A/I04006,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1257,T2417BL0A/I04006,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1258,T2417BL0A/I04006,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1259,T2660BL0A/I04009,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL126,T2274BL0A/B14023,,LEFT SIDE INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1260,T2660BL0A/I04009,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1261,T2660BL0A/I04009,,ID PHBP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1262,T1311BL0A/I04011,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1263,T1311BL0A/I04011,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1264,T1311BL0A/I04011,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1265,T1311BL0A/I04011,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1266,T1331BLOB/I04011,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1267,T1331BLOB/I04011,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1268,T1385FMOB/I04011,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1269,T1202FM0A/I04011,,GAUGE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL127,T2274BL0A/B14023,,RIGHT SIDE INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1270,T1202FM0A/I04011,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1271,T1202FM0A/I04011,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1272,T1202FM0A/I04011,,INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1273,T1202FM0A/I04011,,INSERT (A),Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1274,T1431FM0A/I04011,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1275,T1137CU0A/I04012,,IDPHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1276,T1137CU0A/I04012,,ID DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1277,T1137CU0A/I04012,,GAUGE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1278,T1137CU0A/I04012,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1279,T1438FM0A/I04012,,DIE BUSH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL128,T2274BL0A/B14023,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1280,T1438FM0A/I04012,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1281,T1438FM0A/I04012,,DIE BLOCK,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1282,T2051BL0A/I04012,,CROPPING PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1283,T2051BL0A/I04012,,OD PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1284,T1626BLOA/I04012,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1285,T2992BL0A/I04013,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1286,T2992BL0A/I04013,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1287,T2992BL0A/I04013,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1288,T2992BL0A/I04013,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1289,T2992BL0A/I04013,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL129,T2274BL0A/B14023,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1290,T1796BL0A/I04015,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1291,T1796BL0A/I04015,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1292,T1796BL0A/I04015,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1293,T1573BL0A/I04018,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1294,T1573BL0A/I04018,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1295,T1573BL0A/I04018,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1296,T1573BL0A/I04018,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1297,T1573BL0A/I04018,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1298,T1573BL0A/I04018,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1299,T1250FM0A/I04018,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL13,T2215FM1A/B14002,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL130,T2274BL0A/B14023,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1300,T1250FM0A/I04018,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1301,T0035 BLOA/I04018,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1302,T0035 BLOA/I04018,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1303,T2847BL0A/I04019,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1304,T2847BL0A/I04019,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1305,T2847BL0A/I04019,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1306,T2432BL0A/I04020,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1307,T2432BL0A/I04020,,SP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1308,T2432BL0A/I04020,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1309,T2432BL0A/I04020,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL131,T2274BL0A/B14023,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1310,T2432BL0A/I04020,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1311,T2432BL0A/I04020,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1312,T2432BL0A/I04020,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1313,T2432BL0A/I04020,,DIE INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1314,T1882HL0A/I04020,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1315,T1882HL0A/I04020,,GAUGE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1316,BLOA/I04021,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1317,BLOA/I04021,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1318,BLOA/I04021,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1319,T1947BL0A/I04022/25,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL132,T2274BL0A/B14023,,SP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1320,T1947BL0A/I04022/25,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1321,T1947BL0A/I04022/25,,PUNCH - E CLIP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1322,T1475BL0A/I04024,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1323,T0019BL0A/I04026,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1324,T0019BL0A/I04026,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1325,T0019BL0A/I04026,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1326,T0019BL0A/I04026,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1327,T0033BL0B/I04028,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1328,T2287BL0A/I04028,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1329,T1655BL0A/I04029,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL133,T2274BL0A/B14023,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1330,T1655BL0A/I04029,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1331,T1655BL0A/I04029,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1332,T1679FM0A/I04029,,INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1333,T1679FM0A/I04029,,PUNCH INSERT,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1334,T1679FM0A/I04029,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1335,T1679FM0A/I04029,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1336,T1679FM0A/I04029,,NUT SPRING,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1337,T2569BL0A/I04031,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1338,T2569BL0A/I04031,,SP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1339,T2569BL0A/I04031,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL134,T2274BL0A/B14023,,ID PIN,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1340,T1558BL0A/I04032,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1341,T3940BLOA/I04033,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1342,T3940BLOA/I04033,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1343,T1684BL0A/I04035,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1344,T1684BL0A/I04035,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1345,T1684BL0A/I04035,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1346,T1684BL0C/I04035,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1347,T1684BL0C/I04035,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1348,T1684BL0C/I04035,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1349,T2777FM0A/I04035,,LOWER PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL135,T2319BL0A/B14029,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1350,T2777FM0A/I04035,,UPPER PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1351,T1201BLOA/I04035,,SP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1352,T3940BLOA/I04035,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1353,T4056BL0A(3C)/I04037,,SP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1354,T4056BL0A(3C)/I04037,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1355,T4056BL0A(3C)/I04037,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1356,T4052BL0A/I04037,,SP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1357,T4052BL0A/I04037,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1358,T4052BL0A/I04037,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1359,T3486BL0A/I04037,,SP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL136,T2319BL0A/B14029,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1360,T3486BL0A/I04037,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1361,T3486BL0A/I04037,,ID PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1362,T3486BL0A/I04037,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1363,T3486BL0A/I04037,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1364,T1184BL0A/I04038,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1365,T1184BL0A/I04038,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1366,T1184BL0A/I04038,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1367,T3112BLOA/I04040,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1368,T1597BL0A/I04042,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1369,T1597BL0A/I04042,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL137,T2319BL0A/B14029,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1370,T1597BL0A/I04042,,DIE BUSH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1371,T1597BL0A/I04042,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1372,T1597BL0A/I04042,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1373,T1556BLOA/I04042,,PHP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1374,T1856BL0A/I04042,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1375,T1856BL0A/I04042,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1376,T1856BL0A/I04042,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1377,T3158BL0A/I04042,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1378,T3158BL0A/I04042,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1379,T3158BL0A/I04042,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL138,T2319BL0A/B14029,,DP,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1380,T3158BL0A/I04042,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1381,T1599BL0A/I04043,,DIE PLATE,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1382,T1599BL0A/I04043,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1383,T4531BLOA/I04043,,PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1384,T4531BLOA/I04043,,BUFFER,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
ASTTL1385,T4302BLOA/I04043,,ID PUNCH,Asset,TOOL SPARE,STORE,82074090,NOS,0,0,0
